"Territorio","COD_INE","dif2191","Dist_capital","mas15percen","eros_mod_grave","Tasa_desempleo","b_ancha","subsidios_poblacion","Gastos_habit","ind_ambiental","ind_social","ind_economico","vulner"
"Corteconcepci<f3>n",21024,-0.168126094570928,103.845577423,0.179702011898867,18.751429224,29.8007246,1,0.00350262697022767,1465.514562044,"3","4","1","3"
"Cortegana",21025,-0.0802588996763754,97.654221786,0.184453588505277,7.770357884,27.5779376,0.342277032756931,0.0170262495533981,963.842226747,"3","2","3","2"
"Cortelazor",21026,0.0231023102310231,104.950810745,0.202243284169318,27.30471499,33.9434276,1,0.0151265126732673,1802.105217391,"4","4","2","4"
"Cumbres de Enmedio",21027,0.0188679245283019,120.917131852,0.0570122087815997,15.294609277,38.8888889,1,0.0361635220754717,5720.26875,"3","4","3","4"
"Cumbres de San Bartolom<e9>",21028,-0.467914438502674,124.633719975,0.144044777167486,16.736907828,27.7227723,1,0.0490196077807487,1674.787769029,"4","3","4","4"
"Cumbres Mayores",21029,-0.18800461361015,125.060115324,0.146029568469174,24.593741295,29.796422,0.0245762070835908,0.0172529796193772,1100.856176638,"4","2","3","3"
"Encinasola",21031,-0.358359133126935,131.421879838,0.0970016294526648,9.825084918,27.5154799,1,0.0460526315712074,1156.775471264,"3","3","4","4"
"Escacena del Campo",21032,0.01743679163034,56.999087853,0.134248025634714,7.724034495,21.1889938,0.0245762070835908,0.0484960767131648,1282.329338879,"2","1","4","2"
"Fuenteheridos",21033,0.14647137150466,98.783104267,0.111236866101529,8.559712967,32.708468,0.0245762070835908,0.00998668440745672,1299.311297935,"3","4","2","3"
"Galaroza",21034,-0.178441369264385,98.570216633,0.210233960764708,24.778537079,29.0453373,0.0245762070835908,0.0110463704661326,1147.13657723,"4","2","2","2"
"Gibrale<f3>n",21035,0.169867291178767,14.379276374,0.0262745889600186,0.668341795,23.1014189,0.00842053371223798,0.0039617486323185,893.159706512,"1","2","1","1"
"Granada de R<ed>oNATinto (La)",21036,0.115702479338843,83.923149871,0.102339340599327,9.13884007,22.5776658,0.855139909710198,0.000285842757506935,2195.950708661,"2","4","1","3"
"Granado (El)",21037,-0.241779497098646,59.536585401,0.0694109852916124,0.414651002,23.2954545,1,0.0222437137524178,1696.158120155,"1","3","3","2"
"Higuera de la Sierra",21038,0.0316742081447964,94.983633582,0.106056861371998,16.750803121,29.6950241,0.0245762070835908,0.00804424333333333,1323.364708625,"3","3","2","2"
"Hinojales",21039,-0.189349112426035,123.570273194,0.236471302685826,27.696545879,29.6718973,1,0.0648422090828402,1831.562153846,"4","4","4","4"
"Hinojos",21040,0.0766077376377146,58.469812852,0.000468672706769891,0.607454485,17.4846256,0.0245762070835908,0.0275642668024596,917.218604125,"1","1","3","1"
"Huelva (capital)",21041,0.0017819809454321,0,0.00363012151198865,0.131506384,28.9380215,0.133303633653932,0.00128269888268392,1855.058469961,"1","3","1","1"
"Isla Cristina",21042,0.15462911321807,45.027216698,0.0113816074554103,0.201612903,31.3043898,0.0133475360633439,0.0118787568939394,1629.653590105,"1","4","2","2"
"Jabugo",21043,-0.134846461949266,97.724377546,0.170375567284829,17.448151488,31.517597,0.342277032756931,0.00114968105473965,958.633422222,"3","3","1","2"
"Lepe",21044,0.30456296610469,30.358301164,0.0117349032595638,0.669271887,20.9819442,0.291987394438889,0.0109862274541406,0,"1","1","2","1"
"Linares de la Sierra",21045,-0.082089552238806,99.034267643,0.17371565887828,22.064193735,28.7272727,1,0.00559701492537313,2021.174828897,"3","4","2","4"
"Lucena del Puerto",21046,0.336994038280515,23.999840086,0.0146029097448418,9.370719524,7.5012586,0.0167464878952406,0.0124725447160339,824.802580837,"1","1","2","1"
"Manzanilla",21047,-0.144981412639405,51.514991801,0.00643497826107896,3.681155317,26.4067672,0.0245762070835908,0.091078066919145,851.430903981,"1","1","4","3"
"Marines (Los)",21048,0.207317073170732,102.290669421,0.120058695295541,19.05031091,33.5099338,0.0245762070835908,0.018292682902439,1731.654368687,"3","4","3","4"
"Minas de Riotinto",21049,-0.223133933298041,68.96638416,0.190034690742697,2.308802308,25.8096173,0.61563228908747,0.000463208046585495,0,"2","1","1","1"
"Moguer",21050,0.310140066180137,19.584850009,0.011584625088977,2.026727293,14.7506347,0.342277032756931,0.0118610519323693,1044.4834272,"1","2","2","1"
"Nava (La)",21051,-0.243137254901961,104.477817175,0.261311070582295,31.164289002,38.3399209,0.944190446081501,0.000300054553191489,948.100977444,"4","4","1","4"
"Nerva",21052,-0.184903452311293,73.188826193,0.176546404812479,6.137770113,29.2164948,0.0245762070835908,0.000308822574605032,882.337316141,"2","1","1","1"
"Niebla",21053,0.0692640692640693,28.056677503,0.0909050643834023,2.262738894,26.3034759,0.0245762070835908,0.0124659291341991,991.811231479,"1","2","2","1"
"Palma del Condado (La)",21054,0.104663020302216,40.18821583,0.024111859166939,7.491402547,23.8067717,0.0213069945705593,0.0126541207017706,1478.596966825,"1","2","2","1"
"Palos de la Frontera",21055,0.39055078743438,12.687995349,0.0167435471366091,0.393380358,18.1534319,0.575312809135121,0.00556203649695859,2406.82113119,"1","4","2","1"
"Paterna del Campo",21056,-0.109258194364577,56.074638725,0.0763665789947256,6.683052931,23.5294118,0.0245762070835908,0.0692208165641173,1040.267791394,"2","1","4","3"
"Paymogo",21057,-0.154917319408181,74.527654981,0.0387051241067722,1.063185873,28.2001552,0.0245762070835908,0.0328546562228024,1319.91566868,"2","2","3","2"
"Puebla de Guzm<e1>n",21058,-0.0133164235890932,56.258832505,0.015148210569686,0.353976391,26.3297872,0.602022100794109,0.0261308391407736,1572.060667101,"1","4","3","2"
"Puerto Moral",21059,0.096085409252669,103.007648829,0.178588862024785,19.167610419,26.3591433,0.765509014965343,0.00355871886120996,1937.716099291,"3","4","1","3"
"Punta Umbr<ed>a",21060,0.228116543955698,20.031983675,0.0044319241453507,0.154059467,28.7080837,0.61563228908747,0.000765632537914543,2425.173207584,"1","4","1","2"
"Rociana del Condado",21061,0.204876180750574,36.404580224,0.00304944908077166,2.912242348,23.3242666,0.00962346709970055,0.0391243298468215,738.603638447,"1","2","4","1"
"Rosal de la Frontera",21062,-0.079667063020214,100.262104422,0.148721110289468,1.895314138,26.0607798,0.0245762070835908,0.0411216805410226,947.719505009,"3","1","4","3"
"San Bartolom<e9> de la Torre",21063,0.216848673946958,29.722002845,0.0129250218194618,0,17.9218303,0.342277032756931,0.0110937770878835,918.612553533,"1","2","2","1"
"San Juan del Puerto",21064,0.369146585288856,13.073835065,0.00292991789319206,0.049738871,22.7376981,0.0245762070835908,0.00674348451331159,947.3481,"1","2","2","1"
"San Silvestre de Guzm<e1>n",21066,0.0229709035222052,48.390943024,0.0614821960498426,0.969752944,20.7594937,0.0245762070835908,0.0112302194946401,1574.809085072,"1","2","2","1"
"Sanl<fa>car de Guadiana",21065,0.00526315789473684,64.821905333,0.0833626535535176,2.319228086,24.8608534,0.0245762070835908,0.00328947368421053,1571.819168704,"2","2","1","1"
"Santa Ana la Real",21067,0.0306748466257669,88.522856675,0.164785868422824,17.599830974,28.2312925,1,0.0105657804703476,0,"3","3","2","3"
"Santa B<e1>rbara de Casa",21068,-0.235071090047393,77.541480547,0.0772356480047556,1.045096088,25.9341637,0,0.0443127962180095,1175.696801932,"2","1","4","2"
"Santa Olalla del Cala",21069,-0.0776794493608653,116.669524207,0.0817183958196635,9.144837146,28.8695253,0.0245762070835908,0.0318747951573255,1101.33025987,"3","2","3","3"
"Trigueros",21070,0.0889198077409562,19.579643118,0.0375627108498023,0.214142952,25.0064201,0.0245762070835908,0.0097710599532001,806.752176844,"1","2","2","1"
"Valdelarco",21071,-0.152542372881356,103.058202479,0.335520944992898,36.134137152,25.974026,0.0245762070835908,0.0353107344915254,2442.37209205,"4","3","3","4"
"Valverde del Camino",21072,0.0222589271669026,44.003637229,0.19686406680734,1.499165705,24.2176928,0.0245762070835908,0.00429316763725028,1123.049968799,"2","2","1","1"
"Villablanca",21073,0.281003091721058,42.801648766,0.00752409761335563,0.421989051,16.9294606,0.0245762070835908,0.0157735028031604,819.647419242,"1","1","2","1"
"Villalba del Alcor",21074,-0.0527894421115777,47.093318098,0.0181073824924748,2.0435722,29.9872935,0.0245762070835908,0.0403919216196761,1485.445446375,"1","3","4","2"
"Villanueva de las Cruces",21075,-0.0441558441558442,57.012139769,0.0625132938675285,0.277823174,23.1124807,1,0.00108225106493506,1201.355817694,"1","3","1","1"
"Villanueva de los Castillejos",21076,0.0723060723060723,46.386584554,0.00872448936527634,0.252804215,18.9981875,0.980440714132756,0.0183982683994384,902.6335,"1","3","3","1"
"Villarrasa",21077,0.0535633227417158,35.670937419,0.0250610372421777,4.805225099,24.302611,0.0245762070835908,0.0279164775261008,1049.798051471,"1","2","3","1"
"Zalamea la Real",21078,-0.177741407528642,62.380587819,0.141142801954341,3.129629194,27.2790901,0.0245762070835908,0.000300054553191489,846.142786832,"2","1","1","1"
"ZarzaNAPerrunal (La)",21902,0.0667779632721202,36.518901655,0.178713624749628,42.886793572,32.8955628,0.342277032756931,0.00745473907348243,0,"3","3","2","2"
"Zufre",21079,-0.345222929936306,102.424230348,0.119749707997763,11.006481191,28.61464,0.0245762070835908,0.0144373673121019,1463.324356436,"3","1","2","2"
"Albanchez de M<e1>gina",23001,-0.457661290322581,38.756714599,0.534374399192317,70.935460478,23.4554974,0.0245762070835908,0.0425907257762097,0,"4","1","4","3"
"Alcal<e1> la Real",23002,0.0151227859223974,50.137424324,0.106972599696823,56.002154012,17.1948463,1,0.0207687801567775,1139.708485073,"3","3","3","3"
"Alcaudete",23003,-0.0690051753881541,44.792011341,0.109766506600232,64.357518001,19.9082816,0.342277032756931,0.0302696313331417,1071.743730234,"3","1","3","3"
"Aldeaquemada",23004,-0.182751540041068,97.531933312,0.113957326295304,5.110413052,22.324967,0.342277032756931,0.00188227242299795,1769.848690229,"2","2","1","1"
"And<fa>jar",23005,-0.00671048271291285,41.771551973,0.186662866417662,12.434178193,30.2486089,0.530238674843733,0.0090462645907434,1066.979813008,"2","4","2","2"
"Arjona",23006,-0.0455045871559633,35.620636981,0.0140355000244033,53.468054125,20.5447235,0.0245762070835908,0.0599847094825688,965.878765789,"2","1","4","3"
"Arjonilla",23007,-0.107757404795487,41.606621453,0.0280669621423373,74.179460031,22.2011385,0,0.0737188528406206,1176.322229371,"3","1","4","4"
"Arquillos",23008,-0.118852459016393,69.284824166,0.0723419125277141,35.725295427,21.9178082,0.855139909710198,0.053278688530445,1210.096793541,"3","3","4","4"
"Arroyo del Ojanco",23905,-0.0646455639768168,46.386584554,0.0317115969022055,43.183082916,18.4701093,0.0245762070835908,0.0323599346009808,1244.398776224,"2","1","3","2"
"Baeza",23009,0.0425707397538383,45.139206657,0.0308974340999745,63.62017111,20.8808171,0.313139584499171,0.00503848919363025,1160.339206489,"3","2","2","2"
"Bail<e9>n",23010,-0.00542919190764659,38.90864576,0.0233620802393861,17.503600576,30.923586,0.0245762070835908,0.00189069226940222,1135.962947869,"1","3","1","1"
"Ba<f1>os de la Encina",23011,-0.0346687211093991,48.166582568,0.220467634217998,5.407778449,27.032735,0.0245762070835908,0.00722265023497689,784.175933385,"2","1","2","1"
"Beas de Segura",23012,-0.0987292277614858,119.601519108,0.224008925881692,60.838395254,21.702708,0.342277032756931,0.0252036493958944,955.804079922,"4","1","3","4"
"Bedmar y Garc<ed>ez",23902,-0.222138554216867,43.102526472,0.222484696444205,67.170472852,17.935046,0.0245762070835908,0.0424510542168675,1417.299837245,"4","1","4","3"
"Beg<ed>jar",23014,-0.0483655770513676,41.479485371,0.0365895681472371,72.040036875,24.5594714,0.765509014965343,0.0558983767044696,778.077669198,"3","3","4","4"
"B<e9>lmez de la Moraleda",23015,-0.228274967574578,49.314200344,0.404532094768817,68.344914,26.0771704,1,0.0322632944228275,1140.01865986,"4","3","3","4"
"Benatae",23016,-0.241534988713318,145.459773751,0.260649038939667,32.088134734,15.0735294,1,0.0141083521218962,1770.924888393,"4","2","2","4"
"Cabra del Santo Cristo",23017,-0.256438969764838,59.063425314,0.22248448426701,30.457677609,22.7888446,0.0245762070835908,0.0526315789473684,1070.932237212,"3","1","4","3"
"Cambil",23018,-0.1190833959429,28.273723079,0.302060458969447,57.707478064,23.9921861,0.0245762070835908,0.0487102429263712,1118.287428783,"3","1","4","3"
"Campillo de Arenas",23019,-0.227768215720023,36.957391081,0.439635332643759,47.189656004,18.8205128,0.0245762070835908,0.0392044368043603,1280.732710227,"4","1","4","3"
"Canena",23020,-0.150933040614709,51.413218831,0.0677062342795397,85.540275049,16.8960469,1,0.00114343212403952,937.666187875,"4","2","1","2"
"Carboneros",23021,-0.108552631578947,59.37987902,0.0730507585739022,16.095265533,22.7433628,1,0.0346765350822368,1458.908162602,"2","3","3","3"
"C<e1>rcheles",23901,-0.106060606060606,27.75289999,0.41421781361005,72.061683801,18.4285714,1,0.0315656565681818,1373.610696992,"4","3","3","4"
"Carolina (La)",23024,0.0178096757044125,65.148705302,0.21450974194043,5.128061426,35.8548268,0.314616408456899,0.000603623958665603,881.47074176,"2","4","1","2"
"Castellar",23025,-0.1095806550352,94.251699078,0.111041446678857,43.146551724,20.3680982,0.0245762070835908,0.0446383022099786,1280.743865419,"4","1","4","3"
"Castillo de Locub<ed>n",23026,-0.24807165961682,40.586038658,0.215722748003576,64.234377571,16.2652163,1,0.0324292941851207,1343.390458354,"4","2","3","3"
"Cazalilla",23027,-0.0335483870967742,31.11959371,0.0148955743935898,66.815548044,24.8399488,0.944190446081501,0.0448387096774194,1440.714575243,"3","4","4","4"
"Cazorla",23028,-0.119481236203091,90.357308742,0.306651249458657,41.737350642,22.2822563,0,0.017453090509106,1051.465718317,"4","1","3","3"
"Chiclana de Segura",23029,-0.323882224645583,106.544930389,0.104416807877222,21.625047838,14.5631068,0.61563228908747,0.0418029807306434,1479.664248705,"3","1","4","3"
"Chillu<e9>var",23030,-0.262212643678161,93.756896503,0.09840535458626,77.835875091,22.7094972,0.400036231174958,0.0954262452083333,1283.00053696,"4","1","4","4"
"Esca<f1>uela",23031,-0.0234042553191489,30.837499479,0.0472835921035395,45.012264922,22.4499301,0.400036231174958,0.0623226950319149,1318.485263158,"2","2","4","4"
"Espeluy",23032,-0.25944170771757,34.602534863,0.0257738814667159,29.988950277,27.5285171,0.980440714132756,0.0377668308702791,1630.583764136,"2","4","3","3"
"Frailes",23033,-0.130081300813008,45.049772704,0.326889205308818,66.713150189,16.2676489,0.342277032756931,0.0426829268355222,1043.337695238,"4","1","4","3"
"Fuensanta de Martos",23034,-0.0860179342411159,21.909565516,0.199767269703534,62.130362349,20.1723877,0.342277032756931,0.0407118343839256,0,"3","1","4","2"
"Fuerte del Rey",23035,0.0746382330540746,16.197525068,0.0331941126941274,79.420243434,18.7630299,0.0245762070835908,0.0185960903808073,1020.810154753,"3","1","3","2"
"G<e9>nave",23037,-0.114671163575042,141.014954252,0.0719374067840374,29.753895184,20.768527,0.0245762070835908,0.0299325463743676,1320.954909984,"4","1","3","3"
"Guardia de Ja<e9>n (La)",23038,0.571231798504526,10.236773327,0.139000402594961,62.11143695,18.739531,0.0245762070835908,0.00708382526367572,910.122873678,"2","2","2","2"
"Guarrom<e1>n",23039,-0.00884303610906411,51.986938416,0.0550242726007972,13.613484724,32.5436893,0.0245762070835908,0.00577253746131172,1158.673832599,"2","3","2","1"
"Higuera de Calatrava",23041,-0.128119800332779,38.15347163,0.0223196937980741,52.882241905,19.0569745,0.0245762070835908,0.0711314475707155,1458.874378029,"2","1","4","3"
"Hinojares",23042,-0.26123595505618,94.18027406,0.476333634095322,52.313317396,21.2844037,1,0.0126404494382022,1509.329376559,"4","3","2","4"
"Hornos",23043,-0.128119800332779,144.564703808,0.374279994773428,24.180033517,22.0588235,0.908505368681322,0.0524126455740433,1631.135257903,"4","3","4","4"
"Huelma",23044,-0.067757831749384,40.287872855,0.183850106108632,48.200791651,22.6773397,0.0245762070835908,0.0230112636413235,884.658751731,"3","1","3","2"
"Huesa",23045,-0.103838383838384,82.272283138,0.416824714172339,54.150905024,19.9488082,0.0245762070835908,0.0913804713575758,1019.775660908,"4","1","4","4"
"Ibros",23046,-0.109330484330484,46.74086369,0.0311370684057695,73.553719009,24.2155525,0.0245762070835908,0.0235339506160969,998.137447034,"3","1","3","2"
"Iruela (La)",23047,-0.00898520084566596,100.23059858,0.429656628025263,59.35243631,21.3865752,0.908505368681322,0.0308315715327696,1593.996255924,"4","4","3","4"
"Iznatoraf",23048,-0.403528114663727,102.874367435,0.283925592436074,57.360307032,17.0868347,1,0.0591694229988975,1496.7900625,"4","2","4","4"
"Jabalquinto",23049,-0.236462990561351,33.451405979,0.0224139770090486,54.33979686,23.4591597,0.0245762070835908,0.0620549759860904,960.52795488,"2","1","4","3"
"Ja<e9>n (capital)",23050,-0.00587856913125826,0,0.127217406212157,51.994799061,22.3701617,0.194011868981895,0.000920201551030983,4425.492918344,"2","4","1","3"
"Jamilena",23051,-0.0202907328891581,15.422511271,0.316540896654995,62.781954887,20.7169282,0.342277032756931,0.0525943872380376,0,"3","1","4","3"
"Jimena",23052,-0.212169735788631,35.899878906,0.126079677660733,79.435200375,16.8208291,0.765509014965343,0.0378969842674139,1657.412741433,"4","2","3","3"
"J<f3>dar",23053,-0.0347060347060347,51.532501768,0.194646386640884,59.903857072,21.1800053,0.0245762070835908,0.087124809346456,803.629124882,"4","1","4","4"
"Lahiguera",23040,-0.135593220338983,31.345583312,0.0227907590733886,67.320754717,22.2249752,0.0245762070835908,0.0914548022578692,1087.119233918,"3","1","4","4"
"Larva",23054,-0.0877944325481799,72.814014505,0.216670412175965,47.492585602,18.4829991,1,0.0651320485438972,1363.53565678,"4","3","4","4"
"Linares",23055,-0.0186289252543123,45.869271832,0.0312979805946188,38.804945055,32.8955628,0.400036231174958,0.00111012826165414,1010.268186853,"2","4","1","2"
"Lopera",23056,-0.0986263736263736,50.213205758,0.0180175555057447,60.01823003,23.0544638,0.0245762070835908,0.0672619047692308,909.950616644,"3","1","4","3"
"Lupi<f3>n",23057,-0.256626506024096,41.992525137,0.034671663167997,81.29912159,23.9956569,0.0245762070835908,0.0599397590361446,1285.828099762,"3","1","4","4"
"Mancha Real",23058,0.158020326999558,19.398512569,0.0555013477654446,53.15434695,18.5651963,0.133303633653932,0.0114302548228016,785.235271662,"2","1","2","1"
"Marmolejo",23059,-0.111210228962236,51.495666149,0.181697139778431,34.827270141,23.8821002,0,0.0480349886039251,1211.218339695,"3","1","4","3"
"Martos",23060,0.078900745745952,20.980106402,0.0891989663252638,69.57899502,19.024845,0.26826271065225,0.00778707098965844,1300.084181706,"3","2","2","2"
"Meng<ed>bar",23061,0.118118921086935,24.985466193,0.0163003581566299,44.809829254,27.1958839,0.0133475360633439,0.00833918246064374,926.33632029,"2","2","2","1"
"Montiz<f3>n",23062,-0.192048929663609,105.449929145,0.103109925940036,13.585449115,19.2960866,0.194011868981895,0.0819062181590214,1204.897165217,"3","1","4","4"
"Navas de San Juan",23063,-0.139503688799463,79.602187165,0.0746722159221329,29.777763545,19.0824528,0.0245762070835908,0.0508048289760787,1049.306851893,"3","1","4","3"
"Noalejo",23064,-0.171974522292994,40.913019957,0.374630476127717,39.561433255,17.5733154,0.855139909710198,0.0633404104670913,940.964715736,"3","1","4","4"
"Orcera",23065,-0.236229415105054,144.539446141,0.250442737879192,14.41924952,22.7745015,0.0245762070835908,0.0300965360590574,4343.473605743,"4","4","3","4"
"Peal de Becerro",23066,-0.0219718309859155,77.649893318,0.174633903190817,49.933152527,19.8194946,0.342277032756931,0.0287949921746479,999.483752374,"4","1","3","3"
"Pegalajar",23067,-0.0905911157747464,16.108197539,0.347354203641951,67.189919753,20.1395982,0.0245762070835908,0.018887722980063,807.013956835,"4","1","3","2"
"Porcuna",23069,-0.139983646770237,41.750536152,0.017503604009708,63.821464072,18.6922623,0.0245762070835908,0.0571000272575634,1145.117841219,"3","1","4","3"
"Pozo Alc<f3>n",23070,-0.189970250743731,100.461105104,0.288572322681214,23.54709012,28.0230808,1,0.0155298200871228,979.450618446,"4","3","2","4"
"Puente de G<e9>nave",23071,0.0544783010156971,128.144476023,0.192324789179242,58.392572175,19.3287604,0.855139909710198,0.0159664512142198,1138.88746642,"4","3","2","4"
"Puerta de Segura (La)",23072,-0.158666666666667,135.572612842,0.15638633163443,37.637886226,22.4924012,0.342277032756931,0.0281481481511111,1376.00143739,"4","2","3","4"
"Quesada",23073,-0.163727959697733,81.838659367,0.317615268281458,53.984227671,20.72876,0.342277032756931,0.0436930827378415,1105.237819159,"4","1","4","4"
"Rus",23074,-0.0691126279863481,52.27776881,0.066023114008268,61.851231762,24.1727426,0.0245762070835908,0.0150502464931741,1096.15594305,"3","1","2","2"
"Sabiote",23075,-0.0786139125937419,62.984207058,0.036873162773711,68.563685637,20.7681178,0.00842053371223798,0.0168088957848461,0,"3","1","2","1"
"Santa Elena",23076,-0.151071025930101,75.353882626,0.191729483857556,3.670227335,31.4567615,0.855139909710198,0.00441563322435175,1362.445529279,"2","4","1","3"
"Santiago de Calatrava",23077,-0.356716417910448,38.236103081,0.025271554824362,68.639053255,17.9519595,0.0245762070835908,0.0656716417761194,1336.765150215,"3","1","4","3"
"SantiagoNAPontones",23904,-0.506709039548023,172.153369121,0.40899574021653,22.860045091,22.4675325,1,0.0462570621433616,1770.924888393,"4","2","4","4"
"Santisteban del Puerto",23079,-0.061046511627907,89.193028457,0.165207312715856,28.121685907,19.3542349,0.0245762070835908,0.0515429338081395,1056.813155188,"3","1","4","3"
"Santo Tom<e9>",23080,-0.0878186968838527,86.666819042,0.20048161793702,55.665288624,19.9053108,0.0245762070835908,0.0589392508640227,1048.506372137,"4","1","4","4"
"Segura de la Sierra",23081,-0.232636928289102,151.655204039,0.351715472003961,19.253147415,20.9302326,0.908505368681322,0.0302089215076228,0,"4","1","3","4"
"Siles",23082,-0.118605703938434,153.190155484,0.352165501298351,16.719925115,21.1065007,0.0245762070835908,0.0202957597736532,960.290026774,"4","1","3","3"
"Sorihuela del Guadalimar",23084,-0.225116279069767,102.828138591,0.277696790202261,41.81744257,24.5723821,0.855139909710198,0.0423255813860465,1458.933790909,"4","3","4","4"
"Torreblascopedro",23085,-0.228736581337737,35.725109264,0.0158140340168149,34.359538208,22.9602769,0.61563228908747,0.0648224607720892,966.888723488,"2","2","4","3"
"Torredelcampo",23086,-0.168910831837223,11.286578998,0.0631757623234324,73.446484882,21.2753524,0.00842053371223798,0.0183749436901629,861.371141293,"3","1","3","1"
"Torredonjimeno",23087,-0.0076781100036914,17.308080604,0.0289952295885071,59.99000999,21.8866936,0.0245762070835908,0.00764119601402732,936.909304176,"2","1","2","1"
"Torreperogil",23088,-0.0375312760633862,62.96972648,0.0242861498665335,81.76477863,25.584989,0,0.0158928736905755,909.424116273,"4","1","2","2"
"Torres",23090,-0.336296296296296,29.920310408,0.260612661602487,60.848160912,13.3173571,0.0245762070835908,0.0110493827185185,1452.689046942,"3","1","2","1"
"Torres de Alb<e1>nchez",23091,-0.311842105263158,145.764834505,0.204287750743989,42.922535211,26.3157895,0.0245762070835908,0.0371710526184211,1761.274968234,"4","2","3","4"
"<da>beda",23092,0.0374766136576239,55.448220973,0.0418730562676781,65.570114302,25.0756708,0,0.00386849080098223,1172.355808706,"3","2","1","2"
"Valdepe<f1>as de Ja<e9>n",23093,-0.198958618799671,25.604900376,0.403875667749935,43.918049856,20.6169017,0.342277032756931,0.0881520051164703,957.515102316,"3","1","4","4"
"Vilches",23094,-0.115173674588665,65.74156033,0.0852480124656534,17.976048397,23.3732976,0.342277032756931,0.017024680070841,1181.890554554,"2","2","3","2"
"Villacarrillo",23095,-0.0451398767188241,84.282254612,0.1936433925303,62.624600339,19.51619,0.00480286671898446,0.0480243401299194,1220.843394555,"4","1","4","4"
"Villanueva de la Reina",23096,-0.096827495042961,35.414066126,0.101476640439663,17.358105019,23.5651903,0.342277032756931,0.0304031725016523,1052.92218111,"2","2","3","2"
"Villanueva del Arzobispo",23097,-0.0764403163047571,104.115629809,0.2880574528269,63.680993254,18.5712583,0,0.0292665578825154,1231.382969608,"4","1","3","3"
"Villardompardo",23098,-0.23744769874477,25.480218618,0.0591464664101215,74.244372991,21.7137293,0.0245762070835908,0.0621513249686192,1006.442134715,"3","1","4","3"
"Villares (Los)",23099,0.167540124467737,10.800899629,0.262253567279752,57.626580268,16.4350453,0.194011868981895,0.0297658041287258,980.164286664,"3","1","3","2"
"Villarrodrigo",23101,-0.553571428571429,154.211800254,0.150687627633478,31.884684685,25.1404494,0.855139909710198,0.0522959183673469,1477.08637037,"4","2","4","4"
"Villatorres",23903,0.0199489677569009,22.360248431,0.0221118410834721,65.355732755,19.4582814,0.342277032756931,0.0475334415819995,873.745171455,"2","1","4","3"
"Alameda",29001,0.0863744727672841,71.369171985,0.0584939480674337,28.214656067,23.0797968,0.291987394438889,0.0651934714890886,1050.558741623,"2","2","4","4"
"Alcauc<ed>n",29002,0.349112426035503,46.942959791,0.387181551556747,15.311602347,26.0818369,0.291987394438889,0.0132079459044801,1107.586233184,"3","4","2","3"
"Alfarnate",29003,-0.338694418164617,47.548192881,0.256807920930398,25.256707519,20.2590194,0.0245762070835908,0.0470671712393567,1411.28070159,"3","1","4","2"
"Alfarnatejo",29004,-0.150837988826816,45.654721116,0.313090876432493,22.65560166,27.0725389,0.980440714132756,0.0467877094972067,0,"3","2","4","3"
"Algarrobo",29005,0.265455655625095,37.567353818,0.325593072300205,8.246225319,22.9406206,0.0133475360633439,0.0177962652037857,1081.411900993,"2","2","3","2"
"Algatoc<ed>n",29006,-0.175757575757576,113.092294618,0.431015154676311,32.059326868,29.0697674,0.965433514315696,0.00535353536969697,1795.937313997,"4","4","2","4"
"Alhaur<ed>n de la Torre",29007,0.441841024171205,16.427059008,0.21225294913859,0.931655899,23.1855927,0.765509014965343,0.000210980542180185,1086.965291858,"1","4","1","2"
"Alhaur<ed>n el Grande",29008,0.319256562559877,29.607480586,0.187503328573871,1.200554103,28.7425285,0.61563228908747,0.000638691958612761,1039.217101801,"1","4","1","2"
"Alm<e1>char",29009,-0.0461204557786218,25.736588398,0.494088920414875,34.387197501,28.9454545,0.0245762070835908,0.0826098752088985,1330.996217559,"3","2","4","4"
"Almargen",29010,-0.0859053497942387,78.499120986,0.0525956875661411,8.412594294,22.4378698,0.0245762070835908,0.0277349108384774,1263.486596725,"2","1","3","2"
"Almog<ed>a",29011,-0.0886239958538481,23.12356417,0.410548344906222,26.063829787,26.2079684,0.0245762070835908,0.00891854538999741,807.148605653,"3","1","2","1"
"<c1>lora",29012,0.0729604079184163,39.627243273,0.317177182574507,11.94292351,29.795022,0.732342028006874,0.00977929413992202,856.880403543,"2","4","2","3"
"Alozaina",29013,-0.0674641148325359,50.136442985,0.290000320110317,23.110151188,28.0155642,0.0245762070835908,0.0177033492822967,1771.207396392,"3","3","3","3"
"Alpandeire",29014,-0.176245210727969,101.999149381,0.446394479192995,33.824851645,27.9379157,0.0245762070835908,0.014048531302682,4271.292769231,"4","4","2","4"
"Antequera",29015,0.0256118796556061,49.34171547,0.0944312736316945,19.37450265,22.5213339,0.194011868981895,0.00783592918665957,987.824550547,"2","2","2","1"
"<c1>rchez",29016,0.113065326633166,49.168045465,0.62470528820326,76.806526806,33.3333333,0.61563228908747,0.0586264656532663,3102.681844156,"4","4","4","4"
"Archidona",29017,-0.00529948237614,52.178194539,0.0807547134636867,37.851144807,21.1730306,0.342277032756931,0.022276312544984,925.213639233,"2","1","3","2"
"Ardales",29018,-0.0579825258141382,52.22739434,0.294517523155839,16.560947246,23.3639706,0.0245762070835908,0.0375297855440826,0,"3","1","3","2"
