"Territorio","COD_INE","dif2191","Dist_capital","mas15percen","eros_mod_grave","Tasa_desempleo","b_ancha","subsidios_poblacion","Gastos_habit","ind_ambiental","ind_social","ind_economico","vulner"
"Salteras",41085,0.40772228126107,12.128377836,0.00948338821463428,6.415907533,24.1267187,0,0.000428031643641516,1103.702162749,"1","3","1","1"
"San Juan de Aznalfarache",41086,0.124411445128577,5.624779042,0.0865968205846583,2.219140084,32.8958859,0.314616408456899,0.000347096462332488,756.1706822,"1","4","1","1"
"San Nicol<e1>s del Puerto",41088,-0.116776315789474,89.296745025,0.0735744827212482,15.610548681,31.8529862,0.765509014965343,0.0368695175328947,0,"2","3","3","3"
"Sanl<fa>car la Mayor",41087,0.225866248395836,19.659828824,0.0324327064411046,4.288072637,27.5899307,0.0245762070835908,0.00446195161200627,724.552421784,"1","2","1","1"
"Santiponce",41089,0.163938287598634,8.692196769,0.0235230947287408,0.664893617,29.9334013,0.0213069945705593,0.00127586071605229,666.906240355,"1","3","1","1"
"Saucejo (El)",41090,-0.00070638097480574,102.297247989,0.126748181409966,39.226788432,25.9381898,0.965433514315696,0.0652617534024017,1102.001512605,"4","4","4","4"
"Sevilla (capital)",41091,-0.00058313384017748,0,0.00864583148513216,0,26.5650475,0.433884229926108,0.000285842757506935,1144.798593696,"1","3","1","1"
"Tocina",41092,0.0715187210769878,36.139912661,0.00573710362981638,0,22.9196017,0.0245762070835908,0.0455931846876315,826.293157562,"1","1","4","1"
"Tomares",41093,0.278084351596374,6.136751087,0.0360401065191035,0.539956804,18.6459901,0.314616408456899,0.000121534620811983,966.98700698,"1","2","1","1"
"Umbrete",41094,0.445520581113801,16.154073744,0.0021232131632199,0,24.0350677,0.0198439674776995,0.00819942769205371,1583.718845289,"1","4","2","1"
"Utrera",41095,0.116726952781308,32.481672392,0.00654979640354974,8.00397048,33.9692477,0.314616408456899,0.0146218268323394,1018.304099314,"1","4","2","2"
"Valencina de la Concepci<f3>n",41096,0.119584494552825,8.781307987,0.0173792182302026,9.516345724,26.1885522,0.229018117240142,0.000633392449961996,1391.135915366,"1","3","1","1"
"Villamanrique de la Condesa",41097,0.203928492606489,36.148015741,0.000856193260182879,0.721106997,22.5722793,0.0245762070835908,0.0558191716354006,931.475113254,"1","2","4","2"
"Villanueva de San Juan",41100,-0.352230483271375,94.268785034,0.236985690345456,41.819064574,29.9511002,1,0.0802354399256506,1301.240660714,"4","3","4","4"
"Villanueva del Ariscal",41098,0.257305559718268,15.071029912,0.00814762778254203,0,30.0117601,0.733549045620526,0.00239772216843998,795.089709531,"1","4","1","1"
"Villanueva del R<ed>o y Minas",41099,-0.0666394112837285,42.598807939,0.0890136429025367,6.141332736,32.004442,0,0.0196579449407195,848.638015644,"1","2","3","1"
"Villaverde del R<ed>o",41101,0.18358724875176,27.387903011,0.0419310102282216,5.219292253,23.979804,0.314616408456899,0.0324755686390987,955.979373241,"1","3","3","2"
"Viso del Alcor (El)",41102,0.151576541478365,25.948277647,0.0151572680136148,4.230448094,26.7001873,0.342277032756931,0.00730697972365072,745.658510848,"1","3","2","1"
